Order26	POAexemptCode	Description
45370	S51.821S	"Laceration with foreign body of right forearm, sequela"
45373	S51.822D	"Laceration with foreign body of left forearm, subsequent encounter"
45374	S51.822S	"Laceration with foreign body of left forearm, sequela"
45377	S51.829D	"Laceration with foreign body of unspecified forearm, subsequent encounter"
45378	S51.829S	"Laceration with foreign body of unspecified forearm, sequela"
45382	S51.831D	"Puncture wound without foreign body of right forearm, subsequent encounter"
45383	S51.831S	"Puncture wound without foreign body of right forearm, sequela"
45386	S51.832D	"Puncture wound without foreign body of left forearm, subsequent encounter"
45387	S51.832S	"Puncture wound without foreign body of left forearm, sequela"
45390	S51.839D	"Puncture wound without foreign body of unspecified forearm, subsequent encounter"
45391	S51.839S	"Puncture wound without foreign body of unspecified forearm, sequela"
45395	S51.841D	"Puncture wound with foreign body of right forearm, subsequent encounter"
45396	S51.841S	"Puncture wound with foreign body of right forearm, sequela"
45399	S51.842D	"Puncture wound with foreign body of left forearm, subsequent encounter"
45400	S51.842S	"Puncture wound with foreign body of left forearm, sequela"
45403	S51.849D	"Puncture wound with foreign body of unspecified forearm, subsequent encounter"
45404	S51.849S	"Puncture wound with foreign body of unspecified forearm, sequela"
45408	S51.851D	"Open bite of right forearm, subsequent encounter"
45409	S51.851S	"Open bite of right forearm, sequela"
45412	S51.852D	"Open bite of left forearm, subsequent encounter"
45413	S51.852S	"Open bite of left forearm, sequela"
45416	S51.859D	"Open bite of unspecified forearm, subsequent encounter"
45417	S51.859S	"Open bite of unspecified forearm, sequela"
45425	S52.001D	"Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with routine healing"
45426	S52.001E	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with routine healing"
45427	S52.001F	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45428	S52.001G	"Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with delayed healing"
45429	S52.001H	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with delayed healing"
45430	S52.001J	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45431	S52.001K	"Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with nonunion"
45432	S52.001M	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with nonunion"
45433	S52.001N	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45434	S52.001P	"Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with malunion"
45435	S52.001Q	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with malunion"
45436	S52.001R	"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45437	S52.001S	"Unspecified fracture of upper end of right ulna, sequela"
45442	S52.002D	"Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with routine healing"
45443	S52.002E	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with routine healing"
45444	S52.002F	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45445	S52.002G	"Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with delayed healing"
45446	S52.002H	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with delayed healing"
45447	S52.002J	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45448	S52.002K	"Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with nonunion"
45449	S52.002M	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with nonunion"
45450	S52.002N	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45451	S52.002P	"Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with malunion"
45452	S52.002Q	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with malunion"
45453	S52.002R	"Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45454	S52.002S	"Unspecified fracture of upper end of left ulna, sequela"
45459	S52.009D	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with routine healing"
45460	S52.009E	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
45461	S52.009F	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45462	S52.009G	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with delayed healing"
45463	S52.009H	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing"
45464	S52.009J	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45465	S52.009K	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with nonunion"
45466	S52.009M	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion"
45467	S52.009N	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45468	S52.009P	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with malunion"
45469	S52.009Q	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with malunion"
45470	S52.009R	"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45471	S52.009S	"Unspecified fracture of upper end of unspecified ulna, sequela"
45475	S52.011D	"Torus fracture of upper end of right ulna, subsequent encounter for fracture with routine healing"
45476	S52.011G	"Torus fracture of upper end of right ulna, subsequent encounter for fracture with delayed healing"
45477	S52.011K	"Torus fracture of upper end of right ulna, subsequent encounter for fracture with nonunion"
45478	S52.011P	"Torus fracture of upper end of right ulna, subsequent encounter for fracture with malunion"
45479	S52.011S	"Torus fracture of upper end of right ulna, sequela"
45482	S52.012D	"Torus fracture of upper end of left ulna, subsequent encounter for fracture with routine healing"
45483	S52.012G	"Torus fracture of upper end of left ulna, subsequent encounter for fracture with delayed healing"
45484	S52.012K	"Torus fracture of upper end of left ulna, subsequent encounter for fracture with nonunion"
45485	S52.012P	"Torus fracture of upper end of left ulna, subsequent encounter for fracture with malunion"
45486	S52.012S	"Torus fracture of upper end of left ulna, sequela"
45489	S52.019D	"Torus fracture of upper end of unspecified ulna, subsequent encounter for fracture with routine healing"
45490	S52.019G	"Torus fracture of upper end of unspecified ulna, subsequent encounter for fracture with delayed healing"
45491	S52.019K	"Torus fracture of upper end of unspecified ulna, subsequent encounter for fracture with nonunion"
45492	S52.019P	"Torus fracture of upper end of unspecified ulna, subsequent encounter for fracture with malunion"
45493	S52.019S	"Torus fracture of upper end of unspecified ulna, sequela"
45499	S52.021D	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with routine healing"
45500	S52.021E	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type I or II with routine healing"
45501	S52.021F	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45502	S52.021G	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with delayed healing"
45503	S52.021H	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type I or II with delayed healing"
45504	S52.021J	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45505	S52.021K	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with nonunion"
45506	S52.021M	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type I or II with nonunion"
45507	S52.021N	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45508	S52.021P	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with malunion"
45509	S52.021Q	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type I or II with malunion"
45510	S52.021R	"Displaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45511	S52.021S	"Displaced fracture of olecranon process without intraarticular extension of right ulna, sequela"
45516	S52.022D	"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for closed fracture with routine healing"
45517	S52.022E	"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type I or II with routine healing"
45518	S52.022F	"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45519	S52.022G	"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for closed fracture with delayed healing"
45520	S52.022H	"Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type I or II with delayed healing"
